City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
283,Port Macquarie,AU,2020-02-19 18:59:14,-31.43,152.92,66.0,93,0,6.93
284,Ilulissat,GL,2020-02-19 19:04:09,69.22,-51.1,8.6,71,75,8.05
285,Northam,GB,2020-02-19 19:04:09,51.03,-4.22,50.0,81,40,11.41
286,Kajiado,KE,2020-02-19 19:04:10,-1.85,36.78,68.0,72,40,8.05
287,La Ronge,CA,2020-02-19 19:04:10,55.1,-105.28,-0.4,54,20,8.05
288,Prince Rupert,CA,2020-02-19 19:00:07,54.32,-130.32,41.0,60,90,14.99
289,Castro Marim,PT,2020-02-19 19:04:10,37.22,-7.44,64.0,77,20,5.82
290,Irbit,RU,2020-02-19 19:04:10,57.67,63.07,31.71,97,92,10.13
291,Sakakah,SA,2020-02-19 19:04:11,29.97,40.21,53.6,81,75,20.8
292,Souris,CA,2020-02-19 19:04:11,49.62,-100.26,-7.6,57,5,11.41
293,Barentu,ER,2020-02-19 19:04:11,15.11,37.59,77.29,42,7,15.99
294,Nome,US,2020-02-19 19:04:11,64.5,-165.41,16.0,72,90,11.41
295,Lorengau,PG,2020-02-19 19:01:06,-2.02,147.27,82.74,77,50,15.37
296,Palmer,US,2020-02-19 19:04:12,42.16,-72.33,44.01,35,40,19.46
297,Taltal,CL,2020-02-19 19:04:12,-25.4,-70.48,69.96,64,48,7.83
298,Morros,BR,2020-02-19 19:04:12,-9.45,-46.3,85.12,60,100,5.41
299,Santa Cruz,BO,2020-02-19 18:59:51,-17.8,-63.17,80.6,83,75,8.05
300,Sidney,AU,2020-02-19 19:02:13,-33.87,151.21,63.0,93,0,4.5
301,Camopi,GF,2020-02-19 19:04:13,3.17,-52.32,78.96,68,96,4.79
302,Dukat,RU,2020-02-19 19:04:13,62.55,155.55,-28.5,99,98,3.38
303,Kruisfontein,ZA,2020-02-19 19:04:14,-34.0,24.73,77.54,69,46,5.41
304,Xichang,CN,2020-02-19 19:04:14,27.9,102.26,34.3,79,13,3.51
305,Bellevue,US,2020-02-19 19:02:21,47.61,-122.2,48.99,61,1,2.28
306,Aliganj,IN,2020-02-19 19:04:14,27.5,79.18,62.55,46,100,9.13
307,Victoria,HK,2020-02-19 19:00:03,22.29,114.16,64.0,59,0,9.17
308,Hornepayne,CA,2020-02-19 19:04:15,49.21,-84.77,-3.3,81,82,7.76
309,Vizinga,RU,2020-02-19 19:04:15,61.07,50.1,32.49,96,100,7.67
310,Okha,RU,2020-02-19 19:04:15,53.57,142.95,-5.76,98,93,6.53
311,Narsaq,GL,2020-02-19 19:04:15,60.92,-46.05,15.8,43,75,9.17
312,Pringsewu,ID,2020-02-19 19:04:15,-5.36,104.97,71.89,96,100,4.5
313,Kumluca,TR,2020-02-19 19:04:16,36.37,30.29,51.96,58,0,5.41
314,Road Town,VG,2020-02-19 19:02:45,18.42,-64.62,82.4,74,90,20.76
315,Chaoyang,CN,2020-02-19 19:04:16,41.57,120.46,25.45,63,28,0.94
316,Lata,PT,2020-02-19 19:04:16,40.16,-8.33,57.2,67,21,6.93
317,Murakami,JP,2020-02-19 19:04:16,38.23,139.48,33.94,88,50,2.53
318,Padrauna,IN,2020-02-19 19:04:17,26.9,83.98,64.27,46,100,3.76
319,Makakilo City,US,2020-02-19 19:01:12,21.35,-158.09,73.4,88,90,6.93
320,Bom Sucesso,BR,2020-02-19 19:04:17,-21.03,-44.76,78.13,74,61,4.09
321,Sorland,NO,2020-02-19 19:04:18,67.67,12.69,30.2,86,40,8.05
322,Chernyakhiv,UA,2020-02-19 19:04:18,50.46,28.67,38.28,71,32,5.86
323,Radece,SI,2020-02-19 19:04:18,46.07,15.18,46.4,61,100,4.7
324,Darhan,MN,2020-02-19 19:04:18,49.49,105.92,3.63,97,83,2.3
325,Mangan,IN,2020-02-19 19:04:19,27.52,88.53,41.74,71,80,3.36
326,Tha Bo,TH,2020-02-19 19:04:19,17.85,102.58,69.8,58,15,4.83
327,Ouadda,CF,2020-02-19 19:04:19,8.08,22.4,82.17,24,9,4.34
328,Vallenar,CL,2020-02-19 19:04:19,-28.57,-70.76,76.37,48,0,13.49
329,Presidencia Roque Saenz Pena,AR,2020-02-19 19:04:19,-26.79,-60.44,75.7,60,100,5.14
330,Touros,BR,2020-02-19 19:04:20,-5.2,-35.46,78.8,94,75,10.29
331,Baykit,RU,2020-02-19 19:04:20,61.67,96.37,6.66,96,99,3.22
332,Vardo,NO,2020-02-19 19:04:20,70.37,31.11,14.0,72,97,28.86
333,Geri,CY,2020-02-19 19:04:20,35.1,33.42,59.0,81,20,12.75
334,Ewa Beach,US,2020-02-19 19:04:21,21.32,-158.01,73.4,83,75,18.34
335,Marawi,PH,2020-02-19 19:04:21,8.0,124.29,73.0,93,68,4.0
336,Balkhash,KZ,2020-02-19 19:04:21,46.84,74.98,15.37,78,99,6.04
337,Nokaneng,BW,2020-02-19 19:04:21,-19.67,22.27,77.83,61,84,3.27
338,Baie-Comeau,CA,2020-02-19 19:03:10,49.22,-68.15,23.0,49,90,19.46
339,Tacuarembo,UY,2020-02-19 18:59:26,-31.73,-55.98,82.54,39,0,4.56
340,Akyab,MM,2020-02-19 19:04:22,20.15,92.9,69.64,74,49,8.01
341,Nhulunbuy,AU,2020-02-19 19:04:22,-12.23,136.77,78.8,88,100,3.36
342,Provideniya,RU,2020-02-19 19:04:22,64.38,-173.3,-10.25,89,100,14.29
343,Lagos,NG,2020-02-19 19:01:12,6.58,3.75,86.0,74,0,5.82
344,Havelock,US,2020-02-19 19:04:23,34.88,-76.9,51.8,71,90,14.99
345,Omboue,GA,2020-02-19 19:04:23,-1.57,9.26,78.08,90,93,3.4
346,La Seyne-Sur-Mer,FR,2020-02-19 19:04:23,43.1,5.88,59.0,53,0,13.87
347,Alugan,PH,2020-02-19 19:04:24,12.22,125.48,77.5,84,66,17.96
348,Labuhan,ID,2020-02-19 19:04:24,-6.88,112.21,74.14,93,95,3.96
349,Waipawa,NZ,2020-02-19 19:04:24,-41.41,175.52,62.01,93,62,3.36
350,Port Hedland,AU,2020-02-19 19:04:24,-20.32,118.57,82.4,88,0,5.82
351,Clyde River,CA,2020-02-19 19:04:24,70.47,-68.59,-14.8,75,75,9.17
352,Rockport,US,2020-02-19 19:04:25,28.02,-97.05,64.4,93,90,9.17
353,Zhezkazgan,KZ,2020-02-19 19:04:25,47.8,67.71,9.82,88,10,5.93
354,Mnogovershinnyy,RU,2020-02-19 19:04:25,53.94,139.92,0.46,87,100,2.19
355,Tiksi,RU,2020-02-19 19:04:26,71.69,128.87,-6.57,87,77,6.67
356,Lincoln,US,2020-02-19 19:03:28,40.8,-96.67,25.0,85,90,11.41
357,Matara,LK,2020-02-19 19:04:26,5.95,80.54,74.52,79,5,10.56
358,Saint-Augustin,CA,2020-02-19 19:04:26,51.23,-58.65,26.4,91,100,4.61
359,Coihaique,CL,2020-02-19 19:04:26,-45.58,-72.07,60.8,44,20,9.17
360,Isangel,VU,2020-02-19 19:04:27,-19.55,169.27,69.8,100,20,11.41
361,Lamar,US,2020-02-19 19:04:27,33.67,-95.58,51.01,67,1,11.41
362,Ranot,TH,2020-02-19 19:04:27,7.78,100.32,80.55,79,41,17.47
363,Terrace,CA,2020-02-19 19:04:27,54.52,-128.6,30.99,100,90,3.36
364,Flinders,AU,2020-02-19 19:04:27,-34.58,150.86,64.99,82,40,6.93
365,Guaymas,MX,2020-02-19 19:04:28,27.93,-110.9,80.01,38,90,2.59
366,San Isidro,PE,2020-02-19 19:04:28,-12.12,-77.05,82.4,61,73,14.99
367,Smithfield,US,2020-02-19 19:03:08,41.92,-71.55,46.4,35,40,18.34
368,Pampa,US,2020-02-19 19:00:53,35.54,-100.96,42.8,41,90,9.17
369,Kommunar,RU,2020-02-19 19:04:28,59.62,30.39,37.0,93,90,13.42
370,Dharmanagar,IN,2020-02-19 19:04:29,24.37,92.17,62.22,55,32,4.34
371,Riyadh,SA,2020-02-19 19:00:43,24.69,46.72,80.6,18,75,9.17
372,Huron,US,2020-02-19 19:04:29,41.15,-82.55,34.0,58,20,12.75
373,Westport,US,2020-02-19 19:00:13,41.14,-73.36,48.2,26,1,20.8
374,Alice Springs,AU,2020-02-19 19:00:11,-23.7,133.88,66.2,29,0,5.82
375,Marabba,SD,2020-02-19 19:04:30,12.35,32.18,82.4,16,53,15.59
376,Hervey Bay,AU,2020-02-19 19:00:51,-25.3,152.85,81.0,83,75,8.05
377,Mareeba,AU,2020-02-19 19:04:31,-17.0,145.43,80.01,94,40,3.36
378,Blairmore,CA,2020-02-19 19:02:59,49.6,-114.44,28.99,46,1,21.92
379,Necochea,AR,2020-02-19 19:04:31,-38.55,-58.74,72.0,65,0,10.0
380,Sangar,RU,2020-02-19 19:04:32,63.92,127.47,-21.77,96,43,3.85
381,Lisakovsk,KZ,2020-02-19 19:04:32,52.54,62.49,23.72,81,93,18.97
382,Markova,UA,2020-02-19 19:04:32,48.68,24.41,33.8,91,75,4.92
383,Mount Gambier,AU,2020-02-19 19:04:32,-37.83,140.77,57.2,76,90,12.75
384,Morondava,MG,2020-02-19 19:04:32,-20.28,44.28,78.26,91,86,2.3
385,Dauriya,RU,2020-02-19 19:04:33,49.93,116.87,-1.98,83,0,3.4
386,Ancud,CL,2020-02-19 19:04:33,-41.87,-73.82,60.8,55,40,8.05
387,Gua Musang,MY,2020-02-19 19:04:33,4.88,101.96,68.72,99,5,0.92
388,Kiruna,SE,2020-02-19 19:04:33,67.86,20.23,1.4,77,11,10.29
389,Evensk,RU,2020-02-19 19:04:33,61.95,159.23,-10.7,70,31,9.66
390,Rio Gallegos,AR,2020-02-19 19:04:34,-51.62,-69.22,59.0,30,20,36.91
391,Turayf,SA,2020-02-19 19:02:04,31.67,38.66,46.4,100,75,9.17
392,Vite,IN,2020-02-19 19:04:34,17.28,74.55,71.56,31,0,0.69
393,Comodoro Rivadavia,AR,2020-02-19 18:59:41,-45.87,-67.5,68.0,24,75,17.22
394,Teknaf,BD,2020-02-19 19:04:35,20.86,92.31,56.53,74,0,1.19
395,Vestmanna,FO,2020-02-19 19:04:35,62.16,-7.17,39.2,93,90,34.45
396,Somerset East,ZA,2020-02-19 19:04:35,-32.72,25.59,74.28,33,63,6.51
397,Tumen,CN,2020-02-19 19:04:35,42.97,129.84,11.34,89,0,3.51
398,The Valley,AI,2020-02-19 19:04:35,18.22,-63.06,84.2,61,40,17.22
399,Maningrida,AU,2020-02-19 19:04:36,-12.07,134.27,80.74,78,100,16.11
400,Bukama,CD,2020-02-19 19:04:36,-9.2,25.85,75.25,89,0,1.7
401,Constitucion,CL,2020-02-19 19:04:36,-35.33,-72.42,71.87,48,3,14.34
402,Puerto Quijarro,BO,2020-02-19 19:04:36,-17.78,-57.77,91.38,64,100,2.98
403,Tiznit,MA,2020-02-19 19:04:36,29.58,-9.5,64.49,54,7,5.03
404,Kyra,RU,2020-02-19 19:04:37,49.58,111.98,2.23,86,100,1.7
405,Itarema,BR,2020-02-19 19:04:37,-2.92,-39.92,83.64,77,100,9.24
406,Birjand,IR,2020-02-19 19:04:37,32.87,59.22,41.0,30,57,9.17
407,Fernandina Beach,US,2020-02-19 19:04:37,30.67,-81.46,81.0,83,75,8.05
408,La Joya,MX,2020-02-19 19:04:37,18.67,-99.47,89.01,34,5,10.29
409,Sibu,MY,2020-02-19 19:04:38,2.3,111.82,77.0,94,75,2.42
410,Ilo,PE,2020-02-19 19:02:45,-17.64,-71.34,80.6,69,90,8.05
411,Nouakchott,MR,2020-02-19 19:04:38,18.09,-15.98,93.2,6,32,10.29
412,Sena Madureira,BR,2020-02-19 19:04:38,-9.07,-68.66,89.82,56,79,5.06
413,Kasauli,IN,2020-02-19 19:04:38,30.9,76.96,55.0,44,100,6.35
414,Rorvik,NO,2020-02-19 19:03:04,64.86,11.24,30.2,100,20,5.82
415,Sao Joao Da Barra,BR,2020-02-19 19:02:34,-21.64,-41.05,87.8,52,20,20.8
416,Svetlogorsk,BY,2020-02-19 19:04:39,52.63,29.73,39.72,78,79,6.38
417,Barkhan,PK,2020-02-19 19:04:39,29.9,69.53,48.49,38,0,7.29
418,Ngorongoro,TZ,2020-02-19 19:04:40,-3.24,35.49,63.16,81,12,5.79
419,Grand-Santi,GF,2020-02-19 19:04:40,4.25,-54.38,84.54,52,74,4.59
420,Ergani,TR,2020-02-19 19:04:40,38.27,39.76,44.6,87,90,5.82
421,Plastun,RU,2020-02-19 19:04:40,44.76,136.29,10.83,84,0,5.06
422,Yebaishou,CN,2020-02-19 19:04:41,41.4,119.64,20.82,85,29,2.37
423,Mingaora,PK,2020-02-19 19:04:41,34.78,72.36,40.33,64,97,7.36
424,Vilhena,BR,2020-02-19 19:04:41,-12.74,-60.15,82.4,74,40,4.7
425,Kovur,IN,2020-02-19 19:04:41,14.48,79.98,72.27,77,32,6.06
426,Guilin,CN,2020-02-19 19:04:41,25.28,110.29,55.4,82,90,3.65
427,Norsup,VU,2020-02-19 19:04:42,-16.07,167.38,80.6,100,25,10.29
428,Lazaro Cardenas,MX,2020-02-19 19:04:42,17.96,-102.2,89.01,25,0,4.99
429,Sernovodsk,RU,2020-02-19 19:04:42,43.31,45.16,39.2,68,60,6.71
430,Lugovoy,KZ,2020-02-19 19:04:42,42.95,72.76,23.07,77,21,5.66
431,Cabo San Lucas,MX,2020-02-19 19:04:42,22.89,-109.91,82.99,50,5,6.93
432,Havre-Saint-Pierre,CA,2020-02-19 19:04:43,50.23,-63.6,24.8,85,90,25.28
433,Sinnamary,GF,2020-02-19 19:04:43,5.38,-52.95,78.6,75,75,14.85
434,Shaoyang,CN,2020-02-19 19:04:43,27.23,111.45,47.21,83,0,1.88
435,Saint-Joseph,RE,2020-02-19 19:04:43,-21.37,55.62,77.0,69,0,13.87
436,Lakeway,US,2020-02-19 19:04:44,30.36,-97.98,48.99,100,90,8.05
437,Porto Empedocle,IT,2020-02-19 19:04:44,37.29,13.53,57.2,87,20,5.82
438,Haines Junction,CA,2020-02-19 19:04:44,60.75,-137.51,18.23,96,97,8.77
439,Sao Filipe,CV,2020-02-19 19:04:44,14.9,-24.5,77.95,49,2,20.45
440,Joshimath,IN,2020-02-19 19:04:44,30.57,79.57,35.6,52,100,6.15
441,Cherskiy,RU,2020-02-19 19:04:45,68.75,161.3,-28.14,96,84,6.29
442,San Cristobal,VE,2020-02-19 19:04:45,7.77,-72.22,95.0,34,40,18.34
443,Sukhumi,GE,2020-02-19 19:02:15,43.0,41.02,47.01,70,29,1.97
444,Forio,IT,2020-02-19 19:04:45,40.73,13.86,53.6,76,40,4.7
445,Rivadavia,AR,2020-02-19 19:04:46,-33.19,-68.46,86.0,27,0,4.7
446,Huarmey,PE,2020-02-19 19:04:46,-10.07,-78.15,84.9,49,23,13.06
447,Rio Grande,BR,2020-02-19 19:04:46,-32.03,-52.1,86.0,42,20,5.82
448,Maceio,BR,2020-02-19 19:04:46,-9.67,-35.74,84.2,62,20,1.12
449,Ocos,GT,2020-02-19 19:04:46,14.51,-92.19,95.0,39,5,6.93
450,Gushikawa,JP,2020-02-19 19:04:47,26.35,127.87,57.2,71,3,3.36
451,Udachnyy,RU,2020-02-19 19:04:47,66.42,112.4,1.4,84,100,4.47
452,San Vicente De Canete,PE,2020-02-19 19:04:47,-13.08,-76.38,73.6,83,94,5.46
453,Nara,JP,2020-02-19 19:01:01,34.69,135.8,42.8,81,88,4.7
454,Hobyo,SO,2020-02-19 19:04:47,5.35,48.53,78.24,77,1,13.58
455,Caceres,ES,2020-02-19 19:04:48,39.52,-6.37,55.99,55,0,1.99
456,Adrar,MR,2020-02-19 19:02:05,20.5,-10.07,83.84,9,20,6.2
457,Camacha,PT,2020-02-19 19:00:37,33.08,-16.33,60.8,63,75,6.93
458,Penarroya-Pueblonuevo,ES,2020-02-19 19:04:48,38.3,-5.27,62.6,63,0,4.7
459,Khao Yoi,TH,2020-02-19 19:04:49,13.24,99.82,75.0,76,39,4.32
460,Kilindoni,TZ,2020-02-19 19:04:49,-7.91,39.67,84.16,76,64,10.09
461,Port Hardy,CA,2020-02-19 19:01:25,50.7,-127.42,37.4,74,40,10.29
462,Usevya,TZ,2020-02-19 19:04:49,-7.1,31.23,69.26,95,2,2.55
463,Sitka,US,2020-02-19 19:04:49,57.05,-135.33,37.4,93,90,10.29
464,Mlonggo,ID,2020-02-19 19:04:50,-6.53,110.7,75.2,94,75,2.24
465,Ailigandi,PA,2020-02-19 19:04:50,9.23,-78.02,84.47,70,40,8.84
466,Inhambane,MZ,2020-02-19 19:04:50,-23.86,35.38,82.4,74,20,12.21
467,Lokosovo,RU,2020-02-19 19:04:50,61.13,74.82,30.7,95,100,8.46
468,Seydi,TM,2020-02-19 19:04:50,39.48,62.91,38.68,44,0,11.34
469,Birsk,RU,2020-02-19 19:04:51,55.42,55.54,32.27,98,100,10.18
470,Boa Vista,BR,2020-02-19 19:04:51,2.82,-60.67,93.2,34,40,14.99
471,Mocuba,MZ,2020-02-19 19:04:51,-16.84,36.99,76.06,97,42,2.86
472,Grand Forks,US,2020-02-19 19:04:51,47.93,-97.03,1.4,59,1,4.7
473,Paka,MY,2020-02-19 19:04:51,4.64,103.44,80.6,83,23,5.82
474,Berlevag,NO,2020-02-19 19:04:52,70.86,29.09,23.0,85,75,18.34
475,Spornoye,RU,2020-02-19 19:04:52,50.84,37.29,32.0,95,100,4.47
476,Warrnambool,AU,2020-02-19 19:00:25,-38.38,142.48,55.99,78,100,14.27
477,Oktyabrskoye,RU,2020-02-19 19:04:52,43.06,44.74,39.2,64,86,4.47
478,Gukovo,RU,2020-02-19 19:02:31,48.05,39.93,33.8,100,75,4.47
479,Bridlington,GB,2020-02-19 19:04:53,54.08,-0.19,46.0,93,75,23.04
480,Quesnel,CA,2020-02-19 19:04:14,53.0,-122.5,17.6,92,1,6.89
481,Saldanha,ZA,2020-02-19 19:01:52,-33.01,17.94,78.8,50,31,8.05
482,Ocampo,MX,2020-02-19 19:04:53,21.65,-101.5,69.57,23,0,5.08
483,Nanakuli,US,2020-02-19 19:04:53,21.39,-158.15,73.4,88,90,6.93
484,Namibe,AO,2020-02-19 19:04:54,-15.2,12.15,74.35,78,78,10.83
485,Majagual,CO,2020-02-19 19:04:54,8.54,-74.62,102.2,32,11,4.34
486,San Luis,AR,2020-02-19 19:04:54,-33.3,-66.34,90.3,24,0,13.15
487,Pozo Colorado,PY,2020-02-19 19:04:54,-23.49,-58.8,102.58,31,53,0.69
488,Qurayyat,SA,2020-02-19 19:04:54,31.33,37.34,51.8,66,75,16.11
489,Luena,AO,2020-02-19 19:04:55,-11.78,19.92,67.78,89,84,1.66
490,Boca Do Acre,BR,2020-02-19 19:04:55,-8.75,-67.4,92.23,51,87,2.57
491,Abbeyleix,IE,2020-02-19 19:04:55,52.9,-7.36,50.0,89,100,15.01
492,Manokwari,ID,2020-02-19 19:04:55,-0.87,134.08,72.07,81,100,2.68
493,Karaton,ID,2020-02-19 19:04:55,-6.34,106.1,77.0,88,75,16.11
494,Swellendam,ZA,2020-02-19 19:01:18,-34.02,20.44,69.8,73,46,4.7
495,Inirida,CO,2020-02-19 19:04:56,3.87,-67.92,92.39,55,44,1.45
496,Cam Ranh,VN,2020-02-19 19:04:56,11.92,109.16,77.0,83,40,14.99
497,Asfi,MA,2020-02-19 19:04:56,32.3,-9.24,59.43,77,12,9.33
498,Eregli,TR,2020-02-19 19:04:56,37.51,34.05,37.26,64,0,5.12
499,Sayyan,YE,2020-02-19 19:00:42,15.17,44.32,59.59,32,0,0.47
500,Aswan,EG,2020-02-19 19:04:04,24.09,32.91,60.28,34,0,12.39
501,Iralaya,HN,2020-02-19 19:04:57,15.0,-83.23,86.0,74,40,18.9
502,Safranbolu,TR,2020-02-19 19:04:57,41.25,32.69,32.61,86,86,3.33
503,Bandarbeyla,SO,2020-02-19 19:04:57,9.49,50.81,77.58,78,0,11.16
504,Tubuala,PA,2020-02-19 19:04:58,9.52,-79.03,91.4,52,20,14.99
505,Glendive,US,2020-02-19 19:01:25,47.11,-104.71,10.4,66,1,5.82
506,Mercedes,AR,2020-02-19 19:04:58,-34.65,-59.43,84.0,36,0,4.0
507,Nabire,ID,2020-02-19 19:04:58,-3.37,135.48,70.93,99,100,2.06
508,Moa,CU,2020-02-19 19:04:58,20.66,-74.94,81.5,56,7,10.65
509,Khandwa,IN,2020-02-19 19:04:59,21.83,76.33,73.76,23,16,6.06
510,Tuensang,IN,2020-02-19 19:04:59,26.28,94.83,51.85,93,8,2.89
511,North Bend,US,2020-02-19 19:00:53,43.41,-124.22,53.01,39,1,6.93
512,Aviles,ES,2020-02-19 19:04:59,43.55,-5.92,53.01,76,90,2.24
513,Camana,PE,2020-02-19 19:05:00,-16.62,-72.71,71.22,78,95,9.66
514,Kuzedeyevo,RU,2020-02-19 19:05:00,53.33,87.2,21.56,92,100,14.41
515,Pandan,PH,2020-02-19 19:05:00,14.05,124.17,76.5,80,78,24.23
516,Callaway,US,2020-02-19 19:05:00,30.15,-85.57,82.4,51,40,4.7
517,Biloela,AU,2020-02-19 19:05:00,-24.42,150.5,73.15,89,17,2.19
518,Conde,BR,2020-02-19 19:05:01,-7.26,-34.91,89.6,55,20,13.87
519,Zaozerne,UA,2020-02-19 19:05:01,45.16,33.28,43.81,89,100,2.46
520,Umm Lajj,SA,2020-02-19 19:01:00,25.02,37.27,61.56,49,1,8.61
521,Tautira,PF,2020-02-19 19:05:01,-17.73,-149.15,86.0,62,40,12.75
522,Fayaoue,NC,2020-02-19 19:05:01,-20.65,166.53,79.29,77,0,13.69
523,Darapidap,PH,2020-02-19 19:05:02,17.21,120.41,66.81,72,0,3.44
524,Mitu,CO,2020-02-19 19:05:02,1.2,-70.17,78.13,90,97,2.19
525,Laem Sing,TH,2020-02-19 19:05:02,12.48,102.07,75.99,79,0,2.15
526,Victor Harbor,AU,2020-02-19 19:05:03,-35.57,138.62,57.0,71,60,8.05
527,Bako,ET,2020-02-19 19:05:03,5.78,36.57,72.81,58,51,5.32
528,Frederico Westphalen,BR,2020-02-19 19:05:03,-27.36,-53.39,87.01,63,25,1.99
529,Holme,DK,2020-02-19 19:05:03,56.11,10.17,42.8,93,68,6.93
530,Mutsu,JP,2020-02-19 19:05:03,41.29,141.22,33.8,59,40,5.82
531,Nadapuram,IN,2020-02-19 19:05:04,11.7,75.67,78.8,94,20,3.36
532,Szigetcsep,HU,2020-02-19 19:05:04,47.26,18.97,46.4,56,75,9.17
533,Caohai,CN,2020-02-19 19:05:04,26.87,104.28,41.31,96,1,8.86
534,Bonthe,SL,2020-02-19 19:05:04,7.53,-12.51,84.76,69,7,13.0
535,College,US,2020-02-19 19:05:04,64.86,-147.8,19.4,85,90,3.36
536,Muros,ES,2020-02-19 19:05:05,42.78,-9.06,52.0,61,65,2.24
537,Cluses,FR,2020-02-19 19:05:05,46.06,6.58,45.0,93,100,4.7
538,Biak,ID,2020-02-19 19:05:05,-0.91,122.88,82.09,73,100,10.6
539,Los Llanos De Aridane,ES,2020-02-19 19:05:05,28.66,-17.92,66.2,68,75,16.11
540,Dingtao,CN,2020-02-19 19:05:06,35.07,115.56,42.3,68,0,5.1
541,Karratha,AU,2020-02-19 19:00:38,-20.74,116.85,84.45,81,0,9.8
542,Calamar,CO,2020-02-19 19:05:06,10.25,-74.91,89.6,62,20,19.46
543,Ertil,RU,2020-02-19 19:05:06,51.84,40.81,32.36,97,91,4.72
544,Port Moresby,PG,2020-02-19 19:05:06,-9.44,147.18,81.37,78,22,7.56
545,Bensonville,LR,2020-02-19 19:05:07,6.45,-10.61,87.8,74,40,10.29
546,Daud Khel,PK,2020-02-19 19:05:07,32.88,71.57,53.8,66,73,11.5
547,Santa Cruz De Tenerife,ES,2020-02-19 19:05:07,28.47,-16.25,68.0,82,40,10.29
548,San Severino Marche,IT,2020-02-19 19:05:07,43.23,13.18,48.99,87,20,2.24
549,Dabakala,CI,2020-02-19 19:05:07,8.37,-4.43,93.78,25,0,2.21
550,Barahona,DO,2020-02-19 19:05:08,18.21,-71.1,86.0,62,40,19.46
551,Pochutla,MX,2020-02-19 19:05:08,15.74,-96.47,93.99,38,5,9.66
552,Clyde,US,2020-02-19 19:03:44,41.3,-82.98,34.0,63,1,11.41
553,Qaqortoq,GL,2020-02-19 19:05:08,60.72,-46.03,15.8,43,75,9.17
554,Bunia,CD,2020-02-19 19:00:31,1.57,30.25,80.87,60,86,0.4
555,Guane,CU,2020-02-19 19:05:09,22.2,-84.09,81.18,75,4,10.67
556,Tuni,IN,2020-02-19 19:05:09,17.35,82.55,69.66,86,0,1.01
557,Abu Zabad,SD,2020-02-19 19:05:09,12.35,29.25,76.59,20,96,10.98
558,Linhares,BR,2020-02-19 19:00:20,-19.39,-40.07,88.54,52,27,9.62
559,Pechory,RU,2020-02-19 19:05:10,57.82,27.61,39.2,80,96,11.18
560,Strezhevoy,RU,2020-02-19 19:05:10,60.73,77.59,33.8,86,40,8.95
561,Fairbanks,US,2020-02-19 19:02:26,64.84,-147.72,19.4,67,75,4.7
562,Vestmannaeyjar,IS,2020-02-19 19:05:10,63.44,-20.27,37.4,74,75,18.34
563,Vostok,RU,2020-02-19 19:05:10,46.49,135.88,6.3,97,100,5.23
564,Cacota,CO,2020-02-19 19:05:11,7.27,-72.64,89.6,49,40,4.7
565,Isabela,PH,2020-02-19 19:05:11,6.71,121.97,77.0,83,40,3.0
566,Tres Picos,MX,2020-02-19 19:05:11,15.87,-93.53,91.31,30,0,2.95
567,Kutum,SD,2020-02-19 19:05:11,14.2,24.67,66.7,27,0,6.26
568,Denton,US,2020-02-19 19:00:53,33.2,-97.13,51.8,66,40,6.93
